Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",77.06,87.29,11.7%,228.40,58.01,52.52,228.40,66.3%,1.00,—,7.2%,1.8%,2.4,SELLING,$-18.1M,0,1,✅ 4/4,↑0 ↓0,$40.29B,Finance,NYSE
PCG,PG&E Corporation,12.91,19.16,32.6%,26.83,14.11,27.28,26.83,51.9%,0.88,—,9.7%,0.0%,—,SELLING,$-5.3M,0,8,✅ 3/4,↑0 ↓0,$28.44B,Utilities,NYSE
FISV,"Fiserv, Inc.",52.75,138.62,61.9%,53.40,116.64,93.27,53.40,1.2%,1.04,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$28.05B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",41.97,70.27,40.3%,48.51,82.87,77.72,48.51,13.5%,1.35,—,22.3%,3.6%,2.5,BUYING,$+114K,2,0,🟡 2/4,↑1 ↓0,$21.64B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.94,18.39,7.9%,18.68,11.61,20.53,18.68,9.3%,1.37,—,-2.8%,3.2%,3.4,—,—,0,0,✅ 4/4,—,$19.45B,Health Technology,NASDAQ
SIRI,SiriusXM Holdings Inc.,29.43,32.66,9.9%,30.76,39.80,39.71,30.76,4.3%,0.83,—,7.6%,17.4%,8.6,SELLING,$-1.2M,0,3,🔴 1/4,↑0 ↓0,$9.92B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",52.37,88.24,40.7%,66.39,107.40,95.19,66.39,21.1%,0.57,—,-6.3%,5.5%,3.9,BUYING,$+1.3M,5,2,✅ 3/4,↑0 ↓0,$9.12B,Finance,NYSE
MOS,Mosaic Company,25.60,36.99,30.8%,29.28,29.24,28.24,29.28,12.6%,0.71,—,-5.3%,12.1%,3.9,SELLING,$-509K,0,1,🔴 1/4,↑1 ↓0,$8.14B,Process Industries,NYSE
CAG,"Conagra Brands, Inc.",16.21,20.32,20.2%,16.67,23.72,23.23,16.67,2.7%,1.22,—,-25.1%,10.9%,2.9,BUYING,$+761K,2,0,✅ 3/4,↑0 ↓0,$7.76B,Consumer Non-Durables,NYSE
NOV,NOV Inc.,21.44,21.73,1.4%,27.27,15.68,24.21,27.27,21.4%,1.23,—,1.5%,13.3%,7.4,—,—,0,0,🔴 1/4,↑0 ↓0,$7.64B,Industrial Services,NYSE
