Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,102.09,124.69,18.1%,109.44,119.00,109.44,68.65,6.7%,1.64,1.50%,10.5%,1.5%,2.9,SELLING,$-460K,1,2,✅ 4/4,↑0 ↓0,$177.28B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,24.29,34.34,29.3%,30.31,34.23,30.31,19.02,19.9%,0.98,5.39%,21.5%,2.7%,2.6,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$86.75B,Consumer Services,NASDAQ
BDX,"Becton, Dickinson and Company",146.74,187.35,21.7%,149.39,169.55,149.39,93.74,1.8%,1.68,2.87%,5.7%,3.0%,2.1,SELLING,$-1.2M,0,10,✅ 4/4,↑0 ↓0,$40.43B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",335.16,575.77,41.8%,343.22,438.20,343.22,197.78,2.3%,1.82,1.09%,9.0%,4.8%,3.7,BUYING,$+502K,1,0,✅ 4/4,↑0 ↓0,$33.82B,Technology Services,NASDAQ
BIIB,Biogen Inc.,197.97,205.97,3.9%,264.75,231.81,264.75,172.43,25.2%,1.57,—,7.7%,3.6%,4.0,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$29.23B,Health Technology,NASDAQ
STLA,Stellantis N.V.,7.08,12.22,42.1%,9.45,11.55,9.45,,25.1%,0.29,—,—,2.9%,4.3,—,—,0,0,🟡 1/1,—,$26.63B,Consumer Durables,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,50.90,87.03,41.5%,61.86,65.55,61.86,39.26,17.7%,1.60,2.53%,14.9%,12.7%,6.9,SELLING,$-2.1M,1,14,✅ 4/4,↑2 ↓0,$24.12B,Technology Services,NASDAQ
BCE,BCE Inc.,24.14,26.52,9.0%,27.98,30.13,27.98,19.79,13.7%,1.56,5.07%,31.7%,—,7.0,—,—,0,0,✅ 3/4,—,$22.51B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,78.95,84.45,6.5%,95.69,94.29,95.69,63.38,17.5%,1.43,2.04%,6.1%,6.9%,5.8,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$20.16B,Consumer Non-Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",142.75,422.29,66.2%,351.31,422.50,351.31,,59.4%,1.07,—,30.2%,44.3%,6.3,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$19.77B,Consumer Services,NASDAQ
GPN,Global Payments Inc.,69.57,90.64,23.2%,101.62,123.12,101.62,59.50,31.5%,0.80,1.48%,2.6%,6.3%,4.0,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$19.03B,Technology Services,NYSE
TU,TELUS Corporation,11.87,16.73,29.1%,12.99,14.69,12.99,8.66,8.6%,1.66,9.16%,6.0%,—,14.3,NEUTRAL,—,0,0,🔴 1/4,—,$18.68B,Communications,NYSE
GIS,"General Mills, Inc.",34.47,54.18,36.4%,46.78,52.61,46.78,31.99,26.3%,1.97,7.07%,23.7%,11.8%,4.9,SELLING,$-1.0M,0,3,✅ 3/4,↑1 ↓0,$18.40B,Consumer Non-Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",88.53,108.29,18.2%,109.61,115.79,109.61,81.56,19.2%,1.35,1.08%,6.1%,5.9%,3.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$17.13B,Health Technology,NYSE
APTV,Aptiv PLC,67.65,78.49,13.8%,82.69,93.62,82.69,,18.2%,1.56,—,4.0%,5.8%,2.3,SELLING,$-229K,1,2,✅ 3/4,↑0 ↓0,$14.32B,Producer Manufacturing,NYSE
GIB,CGI Inc. Class A,67.20,109.06,38.4%,70.35,86.35,70.35,41.37,4.5%,1.96,0.72%,16.6%,—,9.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.06B,Technology Services,NYSE
HRL,Hormel Foods Corporation,24.54,31.86,23.0%,30.79,33.66,30.79,18.93,20.3%,1.70,4.73%,5.8%,8.6%,3.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$13.50B,Consumer Non-Durables,NYSE
CSGP,"CoStar Group, Inc.",33.03,97.43,66.1%,52.82,71.89,52.82,29.06,37.5%,1.70,—,0.3%,3.7%,1.8,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$13.49B,Technology Services,NASDAQ
SWK,"Stanley Black & Decker, Inc.",85.51,93.37,8.4%,97.35,100.61,97.35,65.19,12.2%,1.48,3.97%,4.2%,5.8%,4.4,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.29B,Consumer Durables,NYSE
COO,"Cooper Companies, Inc.",67.98,89.83,24.3%,70.99,85.37,70.99,42.43,4.2%,1.61,—,2.9%,3.0%,2.1,BUYING,$+232K,2,0,✅ 4/4,↑0 ↓0,$13.26B,Health Technology,NASDAQ
MKC,"McCormick & Company, Incorporated",47.69,78.16,39.0%,59.70,72.64,59.70,36.82,20.1%,1.84,3.92%,26.5%,—,—,BUYING,$+106K,1,0,✅ 3/4,↑1 ↓0,$12.81B,Consumer Non-Durables,NYSE
QXO,"QXO, Inc.",17.14,27.61,37.9%,23.37,27.99,23.37,,26.6%,1.34,—,-6.8%,20.1%,7.8,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$12.44B,Distribution Services,NYSE
PSKY,Paramount Skydance Corporation Class B,10.48,20.86,49.7%,31.05,21.74,31.05,,66.2%,1.00,1.91%,-4.3%,13.9%,7.6,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$11.73B,Consumer Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",75.36,90.90,17.1%,83.68,94.22,83.68,47.36,9.9%,1.97,3.84%,6.2%,29.6%,5.0,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$11.33B,Electronic Technology,NASDAQ
ICLR,ICON Plc,147.11,211.00,30.3%,158.37,206.06,158.37,88.83,7.1%,1.23,—,2.5%,4.0%,2.5,—,—,0,0,✅ 3/4,↑0 ↓0,$11.26B,Commercial Services,NASDAQ
BMRN,BioMarin Pharmaceutical Inc.,55.34,66.28,16.5%,84.29,79.88,84.29,53.22,34.4%,1.72,—,4.5%,6.0%,4.8,SELLING,$-3.2M,0,4,🔴 1/4,↑1 ↓0,$10.70B,Health Technology,NASDAQ
BIO,"Bio-Rad Laboratories, Inc. Class A",289.67,343.12,15.6%,327.73,417.84,327.73,202.97,11.6%,1.13,—,2.5%,0.0%,—,SELLING,$-136K,0,1,🔴 2/4,↑0 ↓0,$7.80B,Health Technology,NYSE
TAP,Molson Coors Beverage Company Class B,40.95,54.82,25.3%,52.47,46.14,52.47,39.09,21.9%,0.72,4.62%,-18.2%,23.0%,7.2,BUYING,$+45K,2,1,✅ 3/4,↑0 ↓0,$7.72B,Consumer Non-Durables,NYSE
ZG,"Zillow Group, Inc. Class A",33.52,90.22,62.8%,50.84,60.05,50.84,,34.1%,1.74,—,1.3%,16.3%,2.7,—,—,0,0,🟡 2/4,↑0 ↓0,$7.63B,Technology Services,NASDAQ
KMX,"CarMax, Inc.",52.02,71.99,27.7%,73.38,81.99,73.38,47.52,29.1%,1.25,—,4.1%,12.1%,5.4,NEUTRAL,—,0,0,🔴 2/4,↑1 ↓0,$7.38B,Retail Trade,NYSE
VNO,Vornado Realty Trust,38.79,43.37,10.6%,40.46,32.78,40.46,34.07,4.1%,1.51,1.93%,14.0%,0.0%,0.0,BUYING,$+5.6M,3,0,✅ 3/4,↑0 ↓0,$7.30B,Finance,NYSE
MHK,"Mohawk Industries, Inc.",112.98,143.13,21.1%,153.70,126.78,153.70,112.95,26.5%,0.82,—,5.1%,14.1%,4.7,SELLING,$-4.2M,0,9,✅ 4/4,↑0 ↓0,$6.89B,Producer Manufacturing,NYSE
LKQ,LKQ Corporation,26.44,39.77,33.5%,32.73,36.53,32.73,,19.2%,1.04,4.58%,8.3%,6.2%,3.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$6.74B,Consumer Durables,NASDAQ
