Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
PFE,Pfizer Inc.,28.00,29.21,4.2%,28.55,28.55,25.85,18.36,1.9%,1.87,—,5.0%,—,—,—,—,0,0,—,—,$159.56B,Health Technology,NYSE
RCI,Rogers Communications Inc. Class B,36.79,41.14,10.6%,37.24,37.24,34.85,25.02,1.2%,1.70,—,44.4%,—,—,—,—,0,0,—,—,$19.99B,Communications,NYSE
LEN,Lennar Corporation Class A,81.34,140.71,42.2%,96.19,96.19,74.55,49.76,15.4%,0.91,—,7.2%,—,—,—,—,0,0,—,—,$19.55B,Consumer Durables,NYSE
ALB,Albemarle Corporation,130.13,221.00,41.1%,144.66,144.66,115.78,72.29,10.0%,1.91,—,2.2%,0.1%,0.0,SELLING,$-3.0M,0,1,✅ 3/4,↑0 ↓0,$15.36B,Process Industries,NYSE
BIO,"Bio-Rad Laboratories, Inc. Class A",380.58,396.23,3.9%,424.21,424.21,334.88,207.43,10.3%,1.42,—,3.1%,0.0%,—,SELLING,$-136K,0,1,🔴 2/4,↑0 ↓0,$10.22B,Health Technology,NYSE
GME,GameStop Corp. Class A,18.82,28.10,33.0%,22.54,22.54,15.64,,16.5%,1.45,—,14.1%,—,—,—,—,0,0,—,—,$8.44B,Retail Trade,NYSE
REXR,"Rexford Industrial Realty, Inc.",37.06,44.38,16.5%,42.75,42.75,32.73,,13.3%,1.12,—,-4.8%,4.7%,2.7,SELLING,$-2.0M,0,2,✅ 3/4,↑1 ↓0,$8.26B,Finance,NYSE
EMN,Eastman Chemical Company,70.33,83.47,15.7%,77.03,77.03,69.55,45.67,8.7%,1.32,—,7.4%,—,—,—,—,0,0,—,—,$8.04B,Process Industries,NYSE
BLDR,"Builders FirstSource, Inc.",63.99,148.91,57.0%,87.80,87.80,57.95,,27.1%,1.72,—,2.5%,—,—,—,—,0,0,—,—,$6.89B,Retail Trade,NYSE
GNTX,Gentex Corporation,22.84,29.38,22.3%,27.02,27.02,22.63,14.64,15.5%,1.90,—,16.1%,7.5%,6.5,SELLING,$-631K,0,4,🟡 2/4,↑0 ↓0,$4.81B,Producer Manufacturing,NASDAQ
SLGN,Silgan Holdings Inc.,40.15,49.55,19.0%,40.26,40.26,33.50,21.77,0.3%,1.78,—,11.7%,9.4%,5.4,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$4.24B,Process Industries,NYSE
POST,"Post Holdings, Inc.",83.20,117.28,29.1%,84.86,84.86,69.86,,2.0%,1.19,—,8.3%,—,—,—,—,0,0,—,—,$3.66B,Consumer Non-Durables,NYSE
ASH,Ashland Inc.,73.16,78.25,6.5%,74.76,74.76,66.69,43.02,2.1%,1.79,—,4.0%,—,—,—,—,0,0,—,—,$3.35B,Consumer Non-Durables,NYSE
FUL,H.B. Fuller Company,53.11,68.63,22.6%,60.42,60.42,52.81,35.60,12.1%,1.37,—,9.4%,—,—,—,—,0,0,—,—,$2.86B,Process Industries,NYSE
CALY,Callaway Golf Company,15.85,20.28,21.8%,17.90,17.90,15.75,12.96,11.4%,1.31,—,3.0%,4.5%,3.0,SELLING,$-3.5M,0,3,✅ 4/4,↑0 ↓0,$2.83B,Consumer Durables,NYSE
VC,Visteon Corporation,99.93,128.87,22.5%,101.35,101.35,92.75,,1.4%,1.66,—,10.0%,13.9%,7.0,SELLING,$-7.2M,0,7,🔴 2/4,↑0 ↓0,$2.67B,Producer Manufacturing,NASDAQ
PBH,Prestige Consumer Healthcare Inc,50.91,71.07,28.4%,56.26,56.26,50.75,,9.5%,1.26,—,9.1%,—,—,—,—,0,0,—,—,$2.41B,Health Technology,NYSE
ROG,Rogers Corporation,128.83,169.00,23.8%,144.38,144.38,125.07,83.12,10.8%,1.91,—,2.6%,—,—,—,—,0,0,—,—,$2.30B,Process Industries,NYSE
