Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
MELI,"MercadoLibre, Inc.",1736.50,9.5%,1586.39,1395.31,918.14,12.09,—,31.3%,1.9%,1.8,BUYING,$+1.3M,3,0,🔴 1/4,↑0 ↓0,$88.04B,Retail Trade,NASDAQ
KKR,KKR & Co Inc,89.30,3.4%,86.38,68.33,47.56,2.84,0.87%,10.2%,2.2%,3.5,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$80.18B,Finance,NYSE
KDP,Keurig Dr Pepper Inc.,33.62,8.2%,31.08,29.28,22.23,1.81,2.75%,7.4%,5.5%,5.5,NEUTRAL,—,0,0,🟡 2/4,↑2 ↓0,$45.74B,Consumer Non-Durables,NASDAQ
HUM,Humana Inc.,380.73,3.9%,366.28,358.56,294.94,2.46,0.92%,6.2%,6.0%,4.9,BUYING,$+150K,1,0,✅ 4/4,↑0 ↓0,$45.71B,Health Services,NYSE
WCN,"Waste Connections, Inc.",167.86,9.6%,153.19,134.16,99.95,5.28,0.83%,12.8%,1.1%,1.4,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$42.65B,Industrial Services,NYSE
MSCI,MSCI Inc. Class A,560.51,6.7%,525.25,459.61,309.64,,1.48%,—,2.9%,2.9,BUYING,$+1.4M,3,3,✅ 4/4,↑0 ↓0,$40.81B,Commercial Services,NYSE
KR,Kroger Co.,57.07,9.7%,52.01,44.02,36.46,5.41,2.70%,13.5%,5.0%,4.2,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$35.19B,Retail Trade,NYSE
AVB,"AvalonBay Communities, Inc.",190.15,4.6%,181.70,172.99,153.56,2.30,3.75%,9.7%,3.2%,2.8,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$26.98B,Finance,NYSE
WTW,Willis Towers Watson Public Limited Company,265.62,3.3%,257.06,235.32,187.91,3.14,1.45%,20.7%,3.7%,4.4,BUYING,$+1.2M,4,1,✅ 4/4,↑0 ↓0,$25.09B,Finance,NASDAQ
J,Jacobs Solutions Inc.,124.77,7.6%,115.94,104.12,79.29,4.48,1.15%,11.5%,6.6%,5.6,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.73B,Technology Services,NYSE
WTRG,"Essential Utilities, Inc.",38.32,1.8%,37.64,37.47,32.04,1.58,3.54%,8.3%,1.9%,3.0,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$10.87B,Utilities,NYSE
CAE,CAE Inc.,25.21,5.3%,23.95,23.64,19.79,2.13,—,6.1%,—,4.3,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.11B,Commercial Services,NYSE
SON,Sonoco Products Company,54.22,8.9%,49.77,48.76,43.24,1.50,3.92%,20.2%,12.6%,7.9,BUYING,$+650K,2,2,🟡 1/4,↑1 ↓0,$5.36B,Process Industries,NYSE
FFIN,First Financial Bankshares Inc,34.91,3.7%,33.67,33.06,26.62,2.56,2.50%,14.6%,7.9%,10.2,BUYING,$+912K,14,0,✅ 3/4,↑1 ↓0,$5.00B,Finance,NASDAQ
HRI,"Herc Holdings, Inc.",146.25,7.7%,135.80,108.16,83.64,2.57,1.85%,-0.3%,7.5%,3.6,BUYING,$+427K,1,0,✅ 3/4,↑0 ↓0,$4.88B,Finance,NYSE
SLGN,Silgan Holdings Inc.,45.34,2.4%,44.27,40.04,33.28,2.07,1.82%,12.9%,10.3%,10.2,NEUTRAL,—,0,0,🟡 2/4,↑1 ↓0,$4.79B,Process Industries,NYSE
LOPE,"Grand Canyon Education, Inc.",143.97,7.8%,133.54,120.15,98.16,5.52,—,29.8%,6.6%,6.1,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.82B,Commercial Services,NASDAQ
GPI,"Group 1 Automotive, Inc.",299.95,5.2%,285.07,221.39,158.78,1.26,0.73%,11.1%,11.5%,5.2,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$3.57B,Retail Trade,NYSE
MGEE,"MGE Energy, Inc.",79.15,5.2%,75.23,70.94,59.90,2.16,2.38%,10.9%,5.1%,4.5,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$2.99B,Utilities,NASDAQ
APAM,"Artisan Partners Asset Management, Inc. Class A",34.82,6.5%,32.69,29.29,23.40,6.35,9.53%,69.7%,8.5%,6.1,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$2.82B,Finance,NYSE
CXT,"Crane NXT, Co.",48.41,1.6%,47.65,39.85,32.31,2.25,1.48%,11.1%,18.2%,8.0,BUYING,$+1.2M,6,1,✅ 4/4,↑0 ↓0,$2.79B,Producer Manufacturing,NYSE
HUBG,"Hub Group, Inc. Class A",43.95,9.5%,40.15,35.36,29.50,1.58,1.14%,6.3%,8.1%,4.4,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$2.69B,Transportation,NASDAQ
HTO,H2O America,60.23,6.4%,56.59,56.31,48.01,1.37,2.90%,6.5%,15.9%,11.7,BUYING,$+10.6M,3,1,🟡 2/4,↑2 ↓0,$2.52B,Utilities,NASDAQ
