Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,95.87,123.40,22.3%,107.34,115.42,107.34,67.65,10.7%,1.54,1.56%,10.5%,1.4%,2.1,SELLING,$-183K,1,1,✅ 4/4,↑1 ↓0,$166.48B,Consumer Services,NYSE
PFE,Pfizer Inc.,24.25,28.75,15.6%,25.91,28.79,25.91,18.46,6.4%,1.53,7.09%,8.3%,2.9%,3.5,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$138.21B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.19,33.74,31.3%,29.69,33.48,29.69,18.70,21.9%,0.94,5.69%,21.5%,—,—,—,—,0,0,—,—,$82.84B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,191.95,219.72,12.6%,263.32,234.20,263.32,171.85,27.1%,1.52,—,7.7%,4.3%,5.0,—,—,0,0,—,—,$28.34B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.69,12.22,53.4%,9.56,11.73,9.56,,40.5%,0.24,—,—,—,—,—,—,0,0,—,—,$21.42B,Consumer Durables,NYSE
GPN,Global Payments Inc.,75.89,90.64,16.3%,102.66,121.66,102.66,60.29,26.1%,0.87,1.32%,2.6%,—,—,—,—,0,0,—,—,$20.76B,Finance,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,43.03,87.03,50.6%,61.88,65.53,61.88,39.27,30.5%,1.35,3.07%,14.9%,—,—,—,—,0,0,—,—,$20.39B,Technology Services,NASDAQ
BCE,BCE Inc.,21.20,26.52,20.1%,27.65,29.65,27.65,19.71,23.3%,1.37,5.88%,31.7%,—,—,—,—,0,0,—,—,$19.77B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,74.67,84.45,11.6%,94.86,92.74,94.86,63.20,21.3%,1.35,2.14%,6.1%,7.8%,7.0,BUYING,$+32.3M,3,0,—,—,$19.06B,Consumer Non-Durables,NYSE
LYB,LyondellBasell Industries NV,58.55,83.94,30.2%,60.16,64.72,60.16,,2.7%,1.88,4.71%,-6.1%,—,—,—,—,0,0,—,—,$18.90B,Process Industries,NYSE
RCI,Rogers Communications Inc. Class B,32.92,41.14,20.0%,34.78,37.11,34.78,24.99,5.3%,1.38,4.27%,49.3%,—,—,—,—,0,0,—,—,$17.99B,Communications,NYSE
CHTR,"Charter Communications, Inc. Class A",127.91,402.15,68.2%,351.41,415.21,351.41,,63.6%,0.96,—,30.2%,—,—,—,—,0,0,—,—,$17.72B,Consumer Services,NASDAQ
