Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
KKR,KKR & Co Inc,93.50,8.0%,86.56,68.45,47.63,2.98,0.83%,10.2%,2.1%,3.0,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$83.95B,Finance,NYSE
MELI,"MercadoLibre, Inc.",1583.66,0.2%,1579.74,1390.88,915.49,11.03,—,31.3%,2.2%,1.5,BUYING,$+1.3M,3,0,🔴 1/4,↑0 ↓0,$80.29B,Retail Trade,NASDAQ
CNI,Canadian National Railway Company,114.90,7.1%,107.30,100.10,83.48,4.53,2.33%,21.8%,—,5.6,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$69.70B,Transportation,NYSE
WCN,"Waste Connections, Inc.",159.44,4.3%,152.79,133.90,99.79,5.01,0.88%,12.8%,0.9%,1.2,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$40.51B,Industrial Services,NYSE
SYY,Sysco Corporation,79.28,8.6%,72.99,69.01,57.35,16.50,2.77%,82.3%,3.9%,4.4,BUYING,$+314K,1,2,✅ 3/4,↑0 ↓0,$37.91B,Distribution Services,NYSE
KR,Kroger Co.,57.05,9.7%,52.01,44.02,36.46,5.40,2.45%,13.6%,5.1%,5.4,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$35.17B,Retail Trade,NYSE
WAT,Waters Corporation,357.20,9.5%,326.12,298.64,240.60,2.29,—,5.2%,4.6%,3.7,BUYING,$+451K,2,0,✅ 3/4,↑1 ↓0,$35.07B,Health Technology,NYSE
AVB,"AvalonBay Communities, Inc.",182.24,0.5%,181.32,172.73,153.41,2.21,3.91%,9.7%,3.5%,3.1,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$25.85B,Finance,NYSE
WTW,Willis Towers Watson Public Limited Company,257.55,0.4%,256.63,235.03,187.74,3.04,1.49%,20.7%,3.6%,3.2,BUYING,$+1.2M,4,1,✅ 4/4,↑0 ↓0,$24.33B,Finance,NASDAQ
SMCI,"Super Micro Computer, Inc.",33.32,6.5%,31.29,21.76,14.07,2.65,—,17.9%,16.5%,1.7,NEUTRAL,—,0,0,🔴 2/4,—,$21.55B,Electronic Technology,NASDAQ
J,Jacobs Solutions Inc.,120.90,4.5%,115.71,103.96,79.20,4.34,1.19%,11.5%,6.9%,4.6,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.28B,Technology Services,NYSE
CAE,CAE Inc.,24.85,3.8%,23.93,23.62,19.79,2.10,—,6.1%,—,3.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$7.99B,Commercial Services,NYSE
SON,Sonoco Products Company,50.79,2.4%,49.61,48.65,43.18,1.41,4.25%,20.2%,11.1%,6.6,BUYING,$+650K,2,2,🟡 1/4,↑1 ↓0,$5.02B,Process Industries,NYSE
HRI,"Herc Holdings, Inc.",143.29,5.6%,135.71,108.10,83.60,2.52,1.95%,-0.3%,8.3%,4.0,BUYING,$+427K,1,0,✅ 3/4,↑0 ↓0,$4.78B,Finance,NYSE
LOPE,"Grand Canyon Education, Inc.",143.16,7.3%,133.44,120.08,98.12,5.49,—,29.8%,5.6%,5.6,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.80B,Commercial Services,NASDAQ
KBH,KB Home,52.73,2.6%,51.41,45.04,33.80,0.86,1.90%,8.8%,17.5%,7.0,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$3.30B,Consumer Durables,NYSE
WDFC,WD-40 Company,227.19,7.5%,211.30,206.14,162.50,11.38,1.80%,31.2%,5.8%,3.9,BUYING,$+105K,1,0,✅ 3/4,↑1 ↓0,$3.06B,Process Industries,NASDAQ
MGEE,"MGE Energy, Inc.",77.27,2.9%,75.12,70.87,59.86,2.10,2.46%,10.9%,5.5%,4.0,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$2.92B,Utilities,NASDAQ
APAM,"Artisan Partners Asset Management, Inc. Class A",35.43,8.3%,32.72,29.31,23.41,6.47,9.57%,69.7%,8.6%,6.0,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$2.87B,Finance,NYSE
HUBG,"Hub Group, Inc. Class A",43.19,7.7%,40.12,35.34,29.49,1.55,1.16%,6.3%,7.4%,3.8,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$2.64B,Transportation,NASDAQ
HTO,H2O America,57.54,1.9%,56.46,56.22,47.96,1.31,3.06%,6.5%,15.3%,10.0,BUYING,$+10.6M,3,1,🟡 2/4,↑2 ↓0,$2.41B,Utilities,NASDAQ
TGLS,Tecnoglass Inc.,45.38,0.2%,45.29,32.75,22.90,2.74,1.32%,21.0%,10.7%,5.3,BUYING,$+27.0M,4,0,🔴 2/4,↑0 ↓0,$2.11B,Producer Manufacturing,NYSE
ASTH,Astrana Health Inc.,41.20,7.0%,38.52,34.50,24.28,2.52,—,3.9%,9.2%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.04B,Health Services,NASDAQ
