Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
ABT,Abbott Laboratories,116.13,8.1%,107.38,102.95,79.07,3.93,—,10.6%,1.3%,1.9,BUYING,$+174K,3,7,🟡 1/4,↑1 ↓0,$200.95B,Health Technology,NYSE
PFE,Pfizer Inc.,28.57,0.2%,28.50,28.26,25.50,1.91,—,5.0%,2.6%,3.7,BUYING,$+2.8M,3,2,✅ 4/4,↑0 ↓0,$162.84B,Health Technology,NYSE
SPGI,"S&P Global, Inc.",432.99,6.8%,405.41,371.65,270.40,4.05,—,15.2%,2.6%,3.8,BUYING,$+2.6M,3,0,🔴 2/4,↑0 ↓0,$127.65B,Commercial Services,NYSE
ADSK,"Autodesk, Inc.",251.21,3.5%,242.63,240.67,180.36,16.62,—,50.4%,3.9%,3.5,BUYING,$+2.2M,4,0,✅ 4/4,↑3 ↓0,$53.01B,Technology Services,NASDAQ
HUM,Humana Inc.,389.71,7.4%,362.84,362.34,296.75,2.44,—,6.8%,3.2%,2.3,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$46.80B,Health Services,NYSE
KDP,Keurig Dr Pepper Inc.,31.84,2.2%,31.14,29.61,23.14,1.73,—,5.7%,5.5%,5.2,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$43.33B,Consumer Non-Durables,NASDAQ
WCN,"Waste Connections, Inc.",166.15,7.3%,154.85,136.70,102.69,5.30,—,13.0%,1.7%,2.8,BUYING,$+3.1M,1,12,✅ 4/4,↑0 ↓0,$41.88B,Industrial Services,NYSE
MLM,"Martin Marietta Materials, Inc.",531.74,8.9%,488.43,416.65,316.63,2.77,—,8.9%,4.3%,4.0,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$37.76B,Non-Energy Minerals,NYSE
AWK,"American Water Works Company, Inc.",137.60,3.6%,132.82,129.30,101.53,2.34,—,10.1%,6.9%,4.6,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$27.35B,Utilities,NYSE
IP,International Paper Company,40.99,10.0%,37.27,35.94,33.84,1.50,—,-16.5%,16.0%,8.8,BUYING,$+157K,2,2,🔴 1/4,↑0 ↓0,$21.71B,Process Industries,NYSE
BR,"Broadridge Financial Solutions, Inc.",184.82,1.4%,182.29,162.39,122.38,7.42,—,40.9%,3.3%,2.9,BUYING,$+736K,2,1,✅ 4/4,↑0 ↓0,$21.07B,Technology Services,NYSE
RBA,"RB Global, Inc.",85.02,9.9%,77.39,66.82,50.27,2.83,—,8.0%,9.8%,8.5,BUYING,$+151K,3,2,✅ 3/4,↑1 ↓0,$15.74B,Technology Services,NYSE
TXT,Textron Inc.,81.80,4.8%,78.05,68.29,59.68,1.75,—,12.1%,5.0%,4.2,BUYING,$+754K,1,1,✅ 4/4,↑0 ↓0,$14.07B,Electronic Technology,NYSE
RPM,RPM International Inc.,106.79,7.2%,99.59,90.22,71.08,4.12,—,21.3%,3.7%,3.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$13.64B,Process Industries,NYSE
JKHY,"Jack Henry & Associates, Inc.",173.62,4.4%,166.23,159.43,130.36,,—,24.0%,7.0%,4.7,BUYING,$+317K,2,0,✅ 4/4,↑1 ↓0,$12.34B,Technology Services,NASDAQ
STN,Stantec Inc,73.49,0.0%,73.47,60.05,45.44,3.46,—,15.7%,—,5.1,NEUTRAL,—,0,0,✅ 3/4,—,$8.26B,Industrial Services,NYSE
PPC,Pilgrim's Pride Corporation,32.43,5.1%,30.85,27.10,23.84,2.06,—,14.6%,3.2%,5.0,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$7.72B,Process Industries,NASDAQ
MTDR,Matador Resources Company,55.55,8.4%,51.24,39.77,32.92,1.16,—,12.8%,11.9%,6.6,BUYING,$+1.7M,15,0,✅ 4/4,↑0 ↓0,$6.87B,Energy Minerals,NYSE
LOPE,"Grand Canyon Education, Inc.",149.08,8.8%,137.02,121.26,100.28,5.84,—,31.0%,6.7%,4.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.89B,Commercial Services,NASDAQ
MGEE,"MGE Energy, Inc.",79.01,3.8%,76.13,71.87,61.13,2.07,—,11.0%,5.8%,8.8,BUYING,$+50K,2,0,✅ 3/4,↑0 ↓0,$2.99B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",50.15,2.4%,48.97,40.89,33.01,2.28,—,11.5%,17.4%,12.2,BUYING,$+986K,2,1,✅ 4/4,—,$2.89B,Producer Manufacturing,NYSE
LCII,LCI Industries,104.78,3.6%,101.17,99.11,83.07,1.78,—,15.0%,13.7%,7.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.55B,Producer Manufacturing,NYSE
