Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",79.10,87.29,9.4%,230.84,56.53,51.51,230.84,65.7%,1.04,2.52%,7.7%,2.3%,2.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$41.94B,Finance,NYSE
PCG,PG&E Corporation,16.98,19.16,11.3%,27.03,14.24,27.86,27.03,37.2%,1.18,1.17%,9.2%,0.0%,—,SELLING,$-4.9M,0,9,🟡 2/4,↑1 ↓0,$37.40B,Utilities,NYSE
FISV,"Fiserv, Inc.",51.06,173.50,70.6%,52.47,115.58,91.65,52.47,2.7%,1.04,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑1 ↓0,$27.23B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",40.55,82.62,50.9%,48.20,84.92,77.75,48.20,15.9%,1.31,4.21%,17.2%,4.0%,2.5,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$20.96B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.82,17.53,4.0%,18.58,11.42,20.72,18.58,9.5%,1.34,2.87%,-2.0%,3.9%,4.7,—,—,0,0,✅ 4/4,↑0 ↓0,$19.75B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",17.02,27.77,38.7%,17.72,7.48,7.18,17.72,3.9%,1.69,0.23%,12.1%,4.6%,1.7,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$17.54B,Non-Energy Minerals,NYSE
CSGP,"CoStar Group, Inc.",28.78,97.43,70.5%,29.29,71.14,52.93,29.29,1.7%,1.48,—,0.3%,4.2%,2.0,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$11.75B,Technology Services,NASDAQ
APA,APA Corporation,32.70,45.66,28.4%,42.50,24.78,31.54,42.50,23.1%,1.79,3.09%,25.8%,10.3%,5.2,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$11.56B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,22.19,31.15,28.8%,33.67,50.06,48.03,33.67,34.1%,1.90,0.18%,-14.9%,12.7%,6.1,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.46B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,30.70,30.83,0.4%,31.33,40.70,40.06,31.33,2.0%,0.88,3.49%,7.4%,18.2%,5.8,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$10.33B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",51.68,88.24,41.4%,66.04,109.23,95.09,66.04,21.7%,0.56,5.48%,-6.4%,4.7%,3.0,BUYING,$+2.2M,5,3,🔴 2/4,↑0 ↓0,$9.01B,Finance,NYSE
TAP,Molson Coors Beverage Company Class B,38.23,54.82,30.3%,39.42,45.67,52.45,39.42,3.0%,0.68,4.83%,-18.2%,24.7%,8.5,BUYING,$+45K,2,1,✅ 3/4,↑0 ↓0,$7.20B,Consumer Non-Durables,NYSE
CPB,Campbell's Company,22.57,34.17,34.0%,26.95,36.11,35.40,26.95,16.2%,1.67,6.69%,15.4%,35.8%,6.0,SELLING,$-65K,1,1,✅ 3/4,↑2 ↓0,$6.73B,Consumer Non-Durables,NASDAQ
MOS,Mosaic Company,21.04,38.23,45.0%,28.59,28.49,27.63,28.59,26.4%,0.57,4.16%,0.4%,10.0%,2.6,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$6.69B,Process Industries,NYSE
CAG,"Conagra Brands, Inc.",13.86,20.82,33.4%,16.82,24.13,23.49,16.82,17.6%,0.81,9.76%,-0.5%,14.3%,3.4,BUYING,$+250K,1,0,🔴 2/4,↑1 ↓0,$6.63B,Consumer Non-Durables,NYSE
NOV,NOV Inc.,18.07,21.55,16.1%,27.35,15.63,24.25,27.35,33.9%,1.05,1.83%,1.4%,15.6%,9.3,—,—,0,0,🔴 0/4,↑0 ↓0,$6.49B,Industrial Services,NYSE
SM,SM Energy Company,26.66,35.88,25.7%,29.58,24.31,26.15,29.58,9.9%,0.93,3.28%,2.3%,6.5%,3.3,SELLING,$-834K,0,1,✅ 3/4,↑0 ↓0,$6.39B,Energy Minerals,NYSE
FLG,"Flagstar Bank, National Association",14.80,15.37,3.7%,20.92,21.29,23.57,20.92,29.2%,0.81,0.27%,-0.7%,0.0%,—,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$6.17B,Finance,NYSE
TFX,Teleflex Incorporated,132.98,139.67,4.8%,134.47,249.51,220.41,134.47,1.1%,1.91,1.02%,-8.2%,8.0%,3.6,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$5.89B,Health Technology,NYSE
