Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",80.83,87.29,7.4%,230.85,56.58,51.54,230.85,65.0%,1.07,2.47%,7.7%,2.0%,2.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$42.86B,Finance,NYSE
PCG,PG&E Corporation,17.78,19.16,7.2%,27.04,14.27,27.87,27.04,34.2%,1.21,1.12%,9.7%,0.0%,—,SELLING,$-7.8M,0,11,✅ 3/4,↑0 ↓0,$39.16B,Utilities,NYSE
FIS,"Fidelity National Information Services, Inc.",44.93,82.07,45.3%,48.24,85.06,77.84,48.24,6.9%,1.45,3.92%,17.2%,4.0%,3.0,BUYING,$+1.1M,3,0,🟡 2/4,↑1 ↓0,$23.22B,Technology Services,NYSE
VTRS,"Viatris, Inc.",17.86,17.94,0.4%,18.59,11.45,20.74,18.59,3.9%,1.42,2.69%,-2.0%,4.1%,4.7,—,—,0,0,✅ 4/4,↑0 ↓0,$20.96B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",14.91,27.77,46.3%,17.70,7.40,7.14,17.70,15.7%,1.48,0.27%,12.1%,5.8%,1.3,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$15.37B,Non-Energy Minerals,NYSE
APA,APA Corporation,34.93,45.66,23.5%,42.23,24.69,31.37,42.23,17.3%,1.91,2.86%,25.8%,12.0%,5.3,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$12.35B,Energy Minerals,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",54.00,88.24,38.8%,66.06,109.31,95.14,66.06,18.3%,0.59,5.33%,-6.4%,6.2%,4.5,BUYING,$+2.2M,5,3,🔴 2/4,↑0 ↓0,$9.41B,Finance,NYSE
CAG,"Conagra Brands, Inc.",15.43,20.32,24.1%,16.83,24.19,23.52,16.83,8.3%,1.16,4.54%,-25.1%,13.3%,2.0,BUYING,$+761K,2,0,✅ 3/4,↑0 ↓0,$7.38B,Consumer Non-Durables,NYSE
MOS,Mosaic Company,23.08,37.08,37.8%,28.61,28.55,27.66,28.61,19.3%,0.62,3.81%,0.4%,12.4%,3.0,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$7.34B,Process Industries,NYSE
CLF,Cleveland-Cliffs Inc,11.98,16.70,28.3%,19.25,13.96,11.09,19.25,37.8%,1.22,—,-15.2%,14.8%,4.2,SELLING,$-42.0M,1,3,✅ 3/4,↑1 ↓0,$6.84B,Non-Energy Minerals,NYSE
CPB,Campbell's Company,22.81,34.17,33.3%,26.95,36.12,35.40,26.95,15.4%,1.69,6.84%,15.4%,27.6%,4.0,BUYING,$+6K,1,0,✅ 3/4,↑1 ↓0,$6.80B,Consumer Non-Durables,NASDAQ
TFX,Teleflex Incorporated,134.20,139.67,3.9%,134.48,249.54,220.43,134.48,0.2%,1.93,1.01%,-8.2%,9.6%,6.2,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$5.94B,Health Technology,NYSE
FLG,"Flagstar Bank, National Association",13.98,15.44,9.5%,20.91,21.26,23.56,20.91,33.1%,0.76,0.29%,0.6%,0.0%,—,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$5.83B,Finance,NYSE
RIG,Transocean Ltd.,4.99,7.66,34.9%,30.16,4.35,8.30,30.16,83.5%,0.67,—,-30.1%,24.1%,6.2,SELLING,$-325K,1,1,🔴 2/4,↑0 ↓0,$5.57B,Industrial Services,NYSE
CRK,"Comstock Resources, Inc.",12.38,28.10,55.9%,63.61,11.68,14.86,63.61,80.5%,1.32,—,25.4%,30.6%,8.9,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$3.64B,Energy Minerals,NYSE
PTEN,"Patterson-UTI Energy, Inc.",9.17,13.08,29.9%,13.14,8.36,11.54,13.14,30.2%,1.10,4.36%,-3.6%,9.0%,2.7,SELLING,$-17.0M,0,9,✅ 3/4,↑0 ↓0,$3.48B,Energy Minerals,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,33.65,35.55,5.3%,34.32,26.16,22.77,34.32,2.0%,1.19,2.26%,5.9%,6.4%,4.2,SELLING,$-1.8M,2,9,🟡 2/4,↑0 ↓0,$3.27B,Finance,NASDAQ
WHR,Whirlpool Corporation,38.48,96.57,60.2%,76.54,108.84,108.80,76.54,49.7%,0.66,—,5.2%,0.2%,0.0,BUYING,$+199K,1,0,🔴 1/4,↑1 ↓0,$2.49B,Consumer Durables,NYSE
