Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",74.02,87.29,15.2%,236.69,56.45,51.47,236.69,68.7%,0.98,2.70%,7.7%,2.1%,2.2,BUYING,$+3K,2,0,✅ 4/4,↑0 ↓0,$39.25B,Finance,NYSE
PCG,PG&E Corporation,16.48,19.16,14.0%,26.74,14.38,27.83,26.74,38.4%,1.15,1.21%,9.2%,0.0%,—,SELLING,$-4.4M,0,8,🟡 2/4,↑1 ↓0,$36.29B,Utilities,NYSE
FISV,"Fiserv, Inc.",47.86,177.36,73.0%,52.91,117.56,92.70,52.91,9.5%,0.97,—,12.3%,—,—,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$25.52B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",38.21,82.74,53.8%,47.91,84.49,77.40,47.91,20.2%,1.24,4.61%,17.2%,3.9%,2.3,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$19.75B,Technology Services,NYSE
CDE,"Coeur Mining, Inc.",17.51,27.77,36.9%,17.80,7.56,7.22,17.80,1.6%,1.74,0.23%,12.1%,3.9%,1.8,SELLING,$-725K,0,1,🟡 2/4,↑0 ↓0,$18.11B,Non-Energy Minerals,NYSE
VTRS,"Viatris, Inc.",15.37,17.53,12.3%,18.73,11.46,21.08,18.73,17.9%,1.22,3.12%,-2.0%,3.5%,3.1,—,—,0,0,✅ 4/4,↑0 ↓0,$17.90B,Health Technology,NASDAQ
APA,APA Corporation,33.03,45.66,27.7%,42.01,25.00,31.35,42.01,21.4%,1.81,3.03%,25.8%,10.3%,4.2,SELLING,$-833K,0,1,✅ 4/4,↑1 ↓0,$11.68B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,19.89,31.75,37.4%,33.36,49.96,47.75,33.36,40.4%,1.70,0.20%,-14.9%,13.0%,5.3,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$10.27B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,28.03,30.11,6.9%,31.21,40.37,39.84,31.21,10.2%,0.80,3.80%,7.4%,13.9%,6.0,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$9.44B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",51.03,88.24,42.2%,66.33,109.69,95.52,66.33,23.1%,0.55,5.64%,-6.4%,5.6%,3.4,BUYING,$+2.0M,4,3,🔴 2/4,↑0 ↓0,$8.89B,Finance,NYSE
MOS,Mosaic Company,22.90,38.23,40.1%,29.00,28.83,28.34,29.00,21.0%,0.62,3.84%,0.4%,8.7%,2.4,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$7.28B,Process Industries,NYSE
