Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,95.71,124.61,23.2%,107.33,115.42,107.33,67.65,10.8%,1.54,1.56%,10.5%,1.4%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$166.20B,Consumer Services,NYSE
PFE,Pfizer Inc.,23.88,28.75,16.9%,25.90,28.78,25.90,18.46,7.8%,1.51,7.14%,8.3%,2.8%,4.7,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$136.10B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.73,34.10,30.4%,29.70,33.50,29.70,18.70,20.1%,0.96,5.38%,21.5%,2.8%,2.9,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$84.77B,Consumer Services,NASDAQ
OXY,Occidental Petroleum Corporation,47.94,67.45,28.9%,48.53,43.33,48.53,41.96,1.2%,1.55,2.14%,4.6%,0.0%,0.0,BUYING,$+250K,1,0,✅ 4/4,↑0 ↓0,$47.68B,Energy Minerals,NYSE
BIIB,Biogen Inc.,209.74,219.72,4.5%,263.67,234.79,263.67,172.03,20.5%,1.66,—,7.7%,3.9%,5.2,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$30.97B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.81,12.22,52.5%,9.56,11.74,9.56,,39.2%,0.24,—,—,2.7%,4.2,—,—,0,0,🟡 1/1,—,$21.87B,Consumer Durables,NYSE
IFF,International Flavors & Fragrances Inc.,81.15,84.45,3.9%,94.99,92.96,94.99,63.27,14.6%,1.47,2.02%,6.1%,8.1%,7.0,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$20.72B,Consumer Non-Durables,NYSE
GPN,Global Payments Inc.,75.05,90.64,17.2%,102.64,121.63,102.64,60.28,26.9%,0.86,1.38%,2.6%,8.2%,4.6,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$20.53B,Finance,NYSE
BCE,BCE Inc.,21.02,26.52,20.7%,27.65,29.64,27.65,19.71,24.0%,1.36,5.80%,31.7%,—,6.6,—,—,0,0,✅ 3/4,—,$19.60B,Communications,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,41.07,87.03,52.8%,61.84,65.47,61.84,39.25,33.6%,1.29,3.41%,14.9%,12.7%,6.4,SELLING,$-411K,1,10,✅ 4/4,↑2 ↓0,$19.46B,Technology Services,NASDAQ
CHTR,"Charter Communications, Inc. Class A",139.84,422.29,66.9%,351.65,415.61,351.65,,60.2%,1.05,—,30.2%,46.2%,7.4,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$19.37B,Consumer Services,NASDAQ
RCI,Rogers Communications Inc. Class B,32.12,41.14,21.9%,34.76,37.08,34.76,24.98,7.6%,1.34,4.33%,49.3%,—,12.5,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$17.47B,Communications,NYSE
WY,Weyerhaeuser Company,23.56,27.75,15.1%,24.53,26.32,24.53,18.17,4.0%,1.80,3.51%,4.2%,3.9%,4.4,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$16.99B,Finance,NYSE
LYB,LyondellBasell Industries NV,52.58,83.94,37.4%,60.04,64.52,60.04,,12.4%,1.69,5.24%,-6.1%,5.4%,2.7,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$16.97B,Process Industries,NYSE
TU,TELUS Corporation,10.52,16.73,37.1%,13.11,14.82,13.11,8.75,19.8%,1.47,10.30%,6.0%,—,13.1,NEUTRAL,—,0,0,🔴 1/4,—,$16.56B,Communications,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",84.17,108.29,22.3%,109.52,114.55,109.52,82.05,23.1%,1.28,1.12%,6.1%,7.9%,5.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$16.28B,Health Technology,NYSE
SWK,"Stanley Black & Decker, Inc.",91.34,95.16,4.0%,97.71,100.79,97.71,65.62,6.5%,1.58,3.53%,4.2%,5.8%,5.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.20B,Consumer Durables,NYSE
GIB,CGI Inc. Class A,65.47,106.45,38.5%,71.01,86.20,71.01,41.95,7.8%,1.91,0.74%,16.6%,—,13.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.70B,Technology Services,NYSE
HRL,Hormel Foods Corporation,24.88,31.86,21.9%,31.11,33.89,31.11,19.15,20.0%,1.72,4.71%,5.8%,7.3%,3.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$13.69B,Consumer Non-Durables,NYSE
APTV,Aptiv PLC,60.28,78.49,23.2%,82.64,93.41,82.64,,27.1%,1.39,—,4.0%,6.3%,2.4,SELLING,$-438K,1,3,✅ 3/4,↑0 ↓0,$12.76B,Producer Manufacturing,NYSE
QXO,"QXO, Inc.",16.54,27.61,40.1%,23.73,28.67,23.73,,30.3%,1.29,—,-6.8%,21.9%,7.9,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$12.00B,Distribution Services,NYSE
CSGP,"CoStar Group, Inc.",29.36,97.43,69.9%,52.94,71.16,52.94,29.29,44.5%,1.51,—,0.3%,4.2%,2.0,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$11.99B,Technology Services,NASDAQ
PSKY,Paramount Skydance Corporation Class B,10.17,20.86,51.2%,31.02,21.76,31.02,,67.2%,0.97,2.03%,-4.3%,15.3%,10.4,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$11.38B,Consumer Services,NASDAQ
