Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,104.53,117.09,10.7%,109.54,117.71,109.54,69.23,4.6%,1.64,—,7.8%,1.1%,2.6,SELLING,$-1.5M,0,3,✅ 4/4,↑1 ↓0,$180.49B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,21.67,32.85,34.0%,30.21,33.76,30.21,19.03,28.3%,0.86,—,12.0%,—,—,—,—,0,0,—,—,$76.90B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,224.72,229.19,2.0%,263.23,232.62,263.23,174.17,14.6%,1.76,—,4.6%,4.4%,8.1,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$33.20B,Health Technology,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,58.16,87.03,33.2%,62.26,65.97,62.26,39.83,6.6%,1.82,—,14.9%,8.0%,6.4,SELLING,$-818K,1,10,✅ 3/4,↑0 ↓0,$26.20B,Technology Services,NASDAQ
GPN,Global Payments Inc.,85.69,95.88,10.6%,102.56,121.64,102.56,60.22,16.4%,0.99,—,2.2%,7.4%,6.6,NEUTRAL,—,0,0,✅ 4/4,↑3 ↓0,$22.68B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,85.58,89.31,4.2%,95.66,93.33,95.66,63.85,10.5%,1.56,—,1.8%,—,—,—,—,0,0,—,—,$21.84B,Consumer Non-Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",113.76,285.82,60.2%,351.12,414.72,351.12,,67.6%,0.80,—,29.7%,38.8%,5.2,SELLING,$-9.0M,4,1,🔴 2/4,↑0 ↓0,$19.92B,Consumer Services,NASDAQ
BCE,BCE Inc.,21.15,26.52,20.2%,27.61,29.57,27.61,19.69,23.4%,1.36,—,30.6%,—,7.9,—,—,0,0,✅ 3/4,↑0 ↓0,$19.72B,Communications,NYSE
LYB,LyondellBasell Industries NV,59.22,83.94,29.5%,59.57,64.10,59.57,,0.6%,1.79,—,-2.3%,5.2%,3.8,SELLING,$-742K,0,1,✅ 3/4,↑1 ↓0,$19.13B,Process Industries,NYSE
RCI,Rogers Communications Inc. Class B,32.34,41.14,21.4%,34.43,36.74,34.43,24.74,6.1%,1.50,—,44.4%,—,14.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$17.63B,Communications,NYSE
TSN,"Tyson Foods, Inc. Class A",50.98,69.48,26.6%,53.80,58.90,53.80,33.15,5.2%,0.97,—,3.2%,3.4%,2.8,BUYING,$+1.0M,1,0,✅ 3/4,↑0 ↓0,$17.58B,Consumer Non-Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",91.25,106.88,14.6%,109.67,114.79,109.67,82.12,16.8%,1.38,—,6.4%,5.9%,5.2,SELLING,$-1.2M,0,3,✅ 4/4,↑1 ↓0,$17.40B,Health Technology,NYSE
STLA,Stellantis N.V.,4.59,12.22,62.4%,9.57,11.62,9.57,,52.0%,0.21,—,—,5.1%,7.1,—,—,0,0,🟡 1/2,↑0 ↓0,$17.30B,Consumer Durables,NYSE
WY,Weyerhaeuser Company,19.98,27.75,28.0%,24.46,26.32,24.46,18.13,18.3%,1.52,—,5.0%,4.5%,5.5,NEUTRAL,—,0,0,✅ 4/4,—,$14.40B,Finance,NYSE
FLUT,Flutter Entertainment Plc,81.95,284.87,71.2%,137.12,164.56,137.12,,40.2%,1.62,—,-8.0%,9.8%,6.0,SELLING,$-189K,7,18,✅ 3/4,↑2 ↓0,$14.22B,Consumer Services,NYSE
GIB,CGI Inc. Class A,67.74,95.20,28.8%,70.94,86.14,70.94,41.91,4.5%,1.95,—,17.0%,—,14.5,NEUTRAL,—,0,0,✅ 4/4,—,$13.88B,Technology Services,NYSE
SWK,"Stanley Black & Decker, Inc.",90.62,104.68,13.4%,97.83,100.38,97.83,65.81,7.4%,1.53,—,6.9%,5.4%,4.5,SELLING,$-105K,0,1,✅ 4/4,↑0 ↓0,$13.69B,Consumer Durables,NYSE
ALB,Albemarle Corporation,110.81,221.00,49.9%,115.01,143.53,115.01,71.85,3.7%,1.63,—,2.2%,0.0%,0.0,SELLING,$-3.0M,0,1,✅ 3/4,↑0 ↓0,$13.08B,Process Industries,NYSE
MKC,"McCormick & Company, Incorporated",47.53,72.41,34.4%,59.96,71.89,59.96,37.15,20.7%,1.83,—,25.7%,—,—,BUYING,$+161K,2,0,✅ 3/4,↑0 ↓0,$12.80B,Consumer Non-Durables,NYSE
QXO,"QXO, Inc.",12.06,27.61,56.3%,23.64,28.52,23.64,,49.0%,0.94,—,-4.6%,11.8%,7.6,NEUTRAL,—,0,0,🟡 0/4,↑1 ↓0,$12.51B,Distribution Services,NYSE
BMRN,BioMarin Pharmaceutical Inc.,60.86,70.98,14.3%,84.19,79.01,84.19,53.75,27.7%,1.86,—,1.2%,5.2%,5.6,SELLING,$-1.3M,0,2,🔴 1/4,↑1 ↓0,$11.78B,Health Technology,NASDAQ
PSKY,Paramount Skydance Corporation Class B,9.96,20.09,50.4%,30.16,20.69,30.16,,67.0%,0.95,—,-4.4%,15.7%,8.3,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$11.18B,Consumer Services,NASDAQ
HRL,Hormel Foods Corporation,19.57,26.60,26.4%,30.58,32.99,30.58,18.95,36.0%,1.37,—,4.3%,7.1%,3.7,SELLING,$-495K,0,1,✅ 4/4,↑0 ↓0,$10.77B,Consumer Non-Durables,NYSE
