Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
PCG,PG&E Corporation,18.36,19.16,4.2%,27.20,14.23,27.84,27.20,32.5%,1.25,—,9.7%,0.0%,—,SELLING,$-6.4M,0,9,✅ 3/4,↑0 ↓0,$40.44B,Utilities,NYSE
AIG,"American International Group, Inc.",76.38,87.29,12.5%,230.24,56.74,51.77,230.24,66.8%,0.99,—,7.2%,1.8%,2.4,SELLING,$-18.1M,0,1,✅ 4/4,↑0 ↓0,$39.94B,Finance,NYSE
FISV,"Fiserv, Inc.",52.44,138.85,62.2%,52.48,114.69,91.64,52.48,0.1%,1.03,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$27.89B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",40.47,70.78,42.8%,48.19,84.91,77.75,48.19,16.0%,1.30,—,22.3%,3.6%,2.5,BUYING,$+1.1M,3,0,🟡 2/4,↑1 ↓0,$20.87B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.72,18.39,9.1%,18.54,11.57,20.73,18.54,9.8%,1.35,—,-2.8%,3.2%,3.4,—,—,0,0,✅ 4/4,—,$19.20B,Health Technology,NASDAQ
SIRI,SiriusXM Holdings Inc.,28.73,32.66,12.0%,31.03,40.28,39.66,31.03,7.4%,0.81,—,7.6%,17.4%,8.6,SELLING,$-1.2M,0,3,🔴 1/4,↑0 ↓0,$9.68B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",52.90,88.24,40.0%,66.40,107.41,95.19,66.40,20.3%,0.58,—,-6.3%,5.5%,3.9,BUYING,$+1.3M,5,2,✅ 3/4,↑0 ↓0,$9.22B,Finance,NYSE
CAG,"Conagra Brands, Inc.",16.27,20.32,19.9%,16.75,23.96,23.39,16.75,2.9%,1.22,—,-25.1%,10.9%,2.9,BUYING,$+761K,2,0,✅ 3/4,↑0 ↓0,$7.79B,Consumer Non-Durables,NYSE
MOS,Mosaic Company,24.27,36.99,34.4%,28.83,29.18,28.09,28.83,15.8%,0.67,—,-5.3%,12.1%,3.9,SELLING,$-509K,0,1,🔴 1/4,↑1 ↓0,$7.72B,Process Industries,NYSE
NOV,NOV Inc.,19.94,21.67,8.0%,27.25,15.63,24.18,27.25,26.8%,1.15,—,1.5%,13.3%,7.4,—,—,0,0,🔴 1/4,↑0 ↓0,$7.11B,Industrial Services,NYSE
CPB,Campbell's Company,23.47,34.17,31.3%,27.05,36.23,35.56,27.05,13.2%,1.74,—,15.4%,27.1%,7.9,BUYING,$+6K,1,0,✅ 3/4,↑1 ↓0,$7.00B,Consumer Non-Durables,NASDAQ
CLF,Cleveland-Cliffs Inc,11.52,16.70,31.0%,19.43,14.09,11.33,19.43,40.7%,1.17,—,-15.2%,14.3%,3.4,SELLING,$-2.9M,0,1,✅ 3/4,↑0 ↓0,$6.57B,Non-Energy Minerals,NYSE
RIG,Transocean Ltd.,5.75,7.66,24.9%,29.99,4.39,8.16,29.99,80.8%,0.77,—,-18.7%,26.4%,6.1,SELLING,$-325K,1,1,🔴 2/4,↑0 ↓0,$6.42B,Industrial Services,NYSE
FLG,"Flagstar Bank, National Association",13.44,15.44,13.0%,20.92,21.40,23.51,20.92,35.8%,0.73,—,0.6%,0.0%,—,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$5.58B,Finance,NYSE
PTEN,"Patterson-UTI Energy, Inc.",11.52,13.08,11.9%,13.31,8.76,11.69,13.31,13.5%,1.42,—,-2.8%,9.2%,3.3,SELLING,$-13.7M,0,8,✅ 3/4,↑0 ↓0,$4.39B,Energy Minerals,NASDAQ
CRK,"Comstock Resources, Inc.",14.17,28.10,49.6%,62.85,11.53,13.43,62.85,77.5%,1.61,—,20.9%,31.3%,10.8,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$4.16B,Energy Minerals,NYSE
HOG,"Harley-Davidson, Inc.",27.49,31.25,12.0%,32.55,30.32,33.98,32.55,15.6%,0.93,—,6.3%,24.4%,7.2,BUYING,$+1.5M,5,6,🟡 2/4,↑0 ↓0,$2.86B,Consumer Durables,NYSE
ACHC,"Acadia Healthcare Company, Inc.",29.87,35.83,16.6%,30.32,49.56,49.14,30.32,1.5%,1.37,—,-44.5%,34.6%,7.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.78B,Health Services,NASDAQ
