Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,103.86,117.09,11.3%,109.53,117.69,109.53,69.23,5.2%,1.63,—,7.8%,1.2%,2.2,SELLING,$-1.5M,0,3,✅ 4/4,↑1 ↓0,$179.34B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,22.82,32.85,30.6%,30.23,33.80,30.23,19.04,24.5%,0.90,—,12.0%,2.6%,3.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$80.96B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,224.55,225.80,0.6%,263.25,232.66,263.25,174.18,14.7%,1.76,—,4.6%,4.3%,7.4,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$33.18B,Health Technology,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,58.63,87.03,32.6%,62.28,66.00,62.28,39.84,5.9%,1.83,—,14.9%,7.9%,4.5,SELLING,$-818K,1,10,✅ 3/4,↑0 ↓0,$26.41B,Technology Services,NASDAQ
GPN,Global Payments Inc.,85.15,95.88,11.2%,102.56,121.63,102.56,60.22,17.0%,0.98,—,2.2%,7.3%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑2 ↓0,$22.53B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,85.42,89.31,4.4%,95.66,93.33,95.66,63.85,10.7%,1.56,—,1.8%,8.7%,10.3,BUYING,$+19.0M,1,3,🔴 2/4,↑1 ↓0,$21.80B,Consumer Non-Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",120.43,285.82,57.9%,351.27,414.97,351.27,,65.7%,0.85,—,29.7%,33.6%,5.8,SELLING,$-9.0M,4,1,🔴 2/4,↑0 ↓0,$21.09B,Consumer Services,NASDAQ
BCE,BCE Inc.,22.07,26.52,16.8%,27.63,29.60,27.63,19.70,20.1%,1.42,—,30.6%,—,9.7,—,—,0,0,✅ 3/4,↑0 ↓0,$20.58B,Communications,NYSE
RCI,Rogers Communications Inc. Class B,34.03,41.14,17.3%,34.47,36.80,34.47,24.76,1.3%,1.58,—,44.4%,—,17.6,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$18.46B,Communications,NYSE
STLA,Stellantis N.V.,4.87,12.22,60.2%,9.58,11.63,9.58,,49.2%,0.22,—,—,4.9%,6.7,—,—,0,0,🟡 1/2,↑0 ↓0,$18.31B,Consumer Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",94.63,106.88,11.5%,109.74,114.91,109.74,82.16,13.8%,1.43,—,6.4%,6.1%,4.1,SELLING,$-1.2M,0,3,✅ 4/4,↑1 ↓0,$18.05B,Health Technology,NYSE
TSN,"Tyson Foods, Inc. Class A",52.21,69.48,24.9%,53.82,58.94,53.82,33.17,3.0%,1.00,—,3.2%,3.1%,2.9,BUYING,$+1.0M,1,0,✅ 3/4,↑0 ↓0,$18.00B,Consumer Non-Durables,NYSE
FLUT,Flutter Entertainment Plc,90.80,285.65,68.2%,137.29,164.85,137.29,,33.9%,1.80,—,-8.0%,7.4%,2.9,SELLING,$-189K,7,18,✅ 3/4,↑2 ↓0,$15.76B,Consumer Services,NYSE
WY,Weyerhaeuser Company,21.30,27.75,23.2%,24.49,26.36,24.49,18.15,13.0%,1.62,—,5.0%,4.6%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$15.36B,Finance,NYSE
GIB,CGI Inc. Class A,68.99,95.20,27.5%,70.97,86.18,70.97,41.92,2.8%,1.98,—,17.0%,—,14.9,NEUTRAL,—,0,0,✅ 4/4,—,$14.13B,Technology Services,NYSE
SWK,"Stanley Black & Decker, Inc.",90.72,104.68,13.3%,97.84,100.39,97.84,65.81,7.3%,1.53,—,6.9%,5.3%,4.0,SELLING,$-105K,0,1,✅ 4/4,↑0 ↓0,$13.70B,Consumer Durables,NYSE
ALB,Albemarle Corporation,113.67,221.00,48.6%,115.07,143.64,115.07,71.88,1.2%,1.67,—,2.2%,0.1%,0.0,SELLING,$-3.0M,0,1,✅ 3/4,↑0 ↓0,$13.41B,Process Industries,NYSE
MKC,"McCormick & Company, Incorporated",49.23,72.41,32.0%,60.00,71.95,60.00,37.17,17.9%,1.89,—,25.7%,—,—,BUYING,$+161K,2,0,✅ 3/4,↑0 ↓0,$13.26B,Consumer Non-Durables,NYSE
QXO,"QXO, Inc.",12.46,27.61,54.9%,23.65,28.53,23.65,,47.3%,0.97,—,-4.6%,11.5%,6.5,NEUTRAL,—,0,0,🟡 0/4,↑1 ↓0,$12.93B,Distribution Services,NYSE
BMRN,BioMarin Pharmaceutical Inc.,64.30,70.98,9.4%,84.26,79.14,84.26,53.78,23.7%,1.97,—,1.2%,5.1%,4.4,SELLING,$-1.3M,0,2,🔴 1/4,↑1 ↓0,$12.45B,Health Technology,NASDAQ
PSKY,Paramount Skydance Corporation Class B,10.36,20.09,48.5%,30.17,20.70,30.17,,65.7%,0.99,—,-4.4%,14.1%,6.7,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$11.62B,Consumer Services,NASDAQ
HRL,Hormel Foods Corporation,20.59,26.60,22.6%,30.61,33.03,30.61,18.96,32.7%,1.44,—,4.3%,7.1%,4.2,SELLING,$-495K,0,1,✅ 4/4,↑0 ↓0,$11.33B,Consumer Non-Durables,NYSE
COO,"Cooper Companies, Inc.",55.35,89.83,38.4%,71.50,84.81,71.50,42.95,22.6%,1.26,—,6.8%,5.3%,5.0,BUYING,$+1.9M,4,0,✅ 3/3,↑1 ↓0,$10.53B,Health Technology,NASDAQ
BXP,BXP Inc,63.61,76.37,16.7%,75.58,69.94,75.58,57.30,15.8%,1.97,—,5.7%,9.3%,9.4,SELLING,$-2.2M,0,3,✅ 3/4,↑0 ↓0,$10.16B,Finance,NYSE
APTV,Aptiv PLC,44.47,78.49,43.3%,82.41,91.94,82.41,,46.0%,1.06,—,2.9%,7.0%,1.9,BUYING,$+8.2M,5,2,✅ 3/4,↑1 ↓0,$9.23B,Producer Manufacturing,NYSE
WLK,Westlake Corporation,69.39,124.23,44.1%,78.36,89.73,78.36,,11.4%,1.02,—,-12.9%,17.4%,5.5,SELLING,$-5.4M,0,3,🔴 2/4,↑1 ↓0,$8.87B,Process Industries,NYSE
MHK,"Mohawk Industries, Inc.",121.05,140.30,13.7%,153.72,126.82,153.72,113.86,21.3%,0.86,—,5.5%,11.2%,4.4,SELLING,$-27.5M,0,13,✅ 4/4,↑0 ↓0,$8.20B,Producer Manufacturing,NYSE
KMX,"CarMax, Inc.",57.37,65.28,12.1%,73.74,81.46,73.74,48.05,22.2%,1.33,—,3.6%,9.0%,6.4,BUYING,$+1.3M,5,0,🔴 2/4,↑0 ↓0,$8.14B,Retail Trade,NYSE
EMN,Eastman Chemical Company,67.12,83.47,19.6%,68.63,75.98,68.63,45.07,2.2%,1.26,—,7.4%,6.3%,5.6,SELLING,$-234K,0,1,✅ 3/4,↑1 ↓0,$7.68B,Process Industries,NYSE
ZG,"Zillow Group, Inc. Class A",30.94,78.74,60.7%,50.87,59.89,50.87,,39.2%,1.62,—,1.2%,19.3%,3.1,—,—,0,0,✅ 3/4,↑0 ↓0,$6.87B,Technology Services,NASDAQ
VNO,Vornado Realty Trust,35.53,41.85,15.1%,40.50,32.61,40.50,34.63,12.3%,1.44,—,1.1%,0.0%,0.0,SELLING,$-4.9M,0,1,✅ 3/4,↑0 ↓0,$6.63B,Finance,NYSE
DOX,Amdocs Limited,59.04,85.63,31.1%,62.52,71.63,62.52,42.47,5.6%,1.88,—,13.1%,10.4%,7.3,—,—,0,0,🟡 2/4,↑1 ↓0,$6.35B,Technology Services,NASDAQ
RYN,Rayonier Inc.,20.25,27.06,25.2%,21.03,23.23,21.03,15.57,3.7%,1.16,—,2.0%,4.4%,4.0,SELLING,$-169K,0,2,✅ 3/4,↑0 ↓0,$6.06B,Finance,NYSE
